file_type,source_zip,source_file,source_path,Created,Spotify URI,Comment,Round ID,Voter ID,Points Assigned
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T00:25:54Z,spotify:track:0QWGQc1NVsgjm6T25Bcxxw,,0a719aa48b3d4a36a301e0cd557c4b22,5e2e370d6037470db1db3be5bb89fcbe,3.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T00:25:54Z,spotify:track:1SveOKrBFiyneSj3Pd5Sup,,0a719aa48b3d4a36a301e0cd557c4b22,5e2e370d6037470db1db3be5bb89fcbe,4.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T00:25:54Z,spotify:track:2obblQ6tcePeOEVJV6nEGD,,0a719aa48b3d4a36a301e0cd557c4b22,5e2e370d6037470db1db3be5bb89fcbe,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T00:25:54Z,spotify:track:5kvN4owDQEvBnIJfpe9pqh,"There’s no substitute for the original, which is maybe one of the best songs ever.  I also feel like this song might win but I was disappointed it wasn’t chef.",0a719aa48b3d4a36a301e0cd557c4b22,5e2e370d6037470db1db3be5bb89fcbe,0.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T00:25:54Z,spotify:track:7FS541dJh3iQAEXEZoDhE6,,0a719aa48b3d4a36a301e0cd557c4b22,5e2e370d6037470db1db3be5bb89fcbe,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:0QWGQc1NVsgjm6T25Bcxxw,This has Randall written all over it. ,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,0.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:17z65LFVRqSVJCMyjfrBm9,I'm leaning Erik here. It's a great song I'd never heard before so it's my overall winner.,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,4.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:1SveOKrBFiyneSj3Pd5Sup,Neil I think,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,0.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:2obblQ6tcePeOEVJV6nEGD,Ryan maybe?,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,0.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:5kvN4owDQEvBnIJfpe9pqh,100% Neil. This song cracked me up so I have to give it some love.,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:67LAVIaZEZNuZYFkfiOGrA,Definitely Brock,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:6v4pemwpkW7msCbBtSJf15,Ryan?,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,0.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:6VdGDiy7V3j9LqfC5E1Uvi,Erik and also another song I'd not heard before.,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:7FS541dJh3iQAEXEZoDhE6,Randall. He knows I can't not give Sam at least a point.,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T12:34:14Z,spotify:track:7oGwKNBX90dXL53ZbhPxJk,Brock I think. Also one of my favorites from Heilung. ,0a719aa48b3d4a36a301e0cd557c4b22,8b2aef69bc584c05921d0ae5565d6ffa,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:17z65LFVRqSVJCMyjfrBm9,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,3.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:1SveOKrBFiyneSj3Pd5Sup,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:5kvN4owDQEvBnIJfpe9pqh,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:67LAVIaZEZNuZYFkfiOGrA,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:6kNvHJEqqWQoElVaokKOaE,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:6v4pemwpkW7msCbBtSJf15,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T13:46:23Z,spotify:track:6VdGDiy7V3j9LqfC5E1Uvi,,0a719aa48b3d4a36a301e0cd557c4b22,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:03:42Z,spotify:track:1SveOKrBFiyneSj3Pd5Sup,"Great cover, love it ",0a719aa48b3d4a36a301e0cd557c4b22,fe439333346c474e979620a8518494e9,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:03:42Z,spotify:track:5kvN4owDQEvBnIJfpe9pqh,"Fucking perfect, I laughed real hard on a Monday morning ",0a719aa48b3d4a36a301e0cd557c4b22,fe439333346c474e979620a8518494e9,3.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:03:42Z,spotify:track:6v4pemwpkW7msCbBtSJf15,"Super cool 90s feel, can feel some sort of nostalgia here",0a719aa48b3d4a36a301e0cd557c4b22,fe439333346c474e979620a8518494e9,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:03:42Z,spotify:track:7oGwKNBX90dXL53ZbhPxJk,Definitely understood the assignment ,0a719aa48b3d4a36a301e0cd557c4b22,fe439333346c474e979620a8518494e9,3.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:0QWGQc1NVsgjm6T25Bcxxw,I lol’d,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:17z65LFVRqSVJCMyjfrBm9,,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:1Oovzlhz3SgYVFsDcJHpVn,,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:6kNvHJEqqWQoElVaokKOaE,,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:6v4pemwpkW7msCbBtSJf15,,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:7FS541dJh3iQAEXEZoDhE6,The older I get the less my body twists,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,1.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:15:15Z,spotify:track:7oGwKNBX90dXL53ZbhPxJk,,0a719aa48b3d4a36a301e0cd557c4b22,1422560e770a4897ab67503868575a46,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:33:21Z,spotify:track:1Oovzlhz3SgYVFsDcJHpVn,,0a719aa48b3d4a36a301e0cd557c4b22,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:33:21Z,spotify:track:2obblQ6tcePeOEVJV6nEGD,,0a719aa48b3d4a36a301e0cd557c4b22,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:33:21Z,spotify:track:6kNvHJEqqWQoElVaokKOaE,Some sounds I’ve never heard before ,0a719aa48b3d4a36a301e0cd557c4b22,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:33:21Z,spotify:track:6v4pemwpkW7msCbBtSJf15,❤️,0a719aa48b3d4a36a301e0cd557c4b22,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual01,votes.csv,data/extracted/business_casual01__votes.csv,2023-10-23T14:33:21Z,spotify:track:7FS541dJh3iQAEXEZoDhE6,,0a719aa48b3d4a36a301e0cd557c4b22,2c7be4f2a69c4a63861edd8bd58bc511,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:0NZqj0STahY0l4UR81wQj4,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:0pZjp6KTdWZVBIHGqfBaW7,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:1fnUNIO7ruiCN1ugs3l1ge,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:260t5PATHBfxNfqcE969Xn,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:2mtm0aF6c7Yd66sFaE3ipu,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:2oTH6X8DjSwmTBoAolDou2,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:3Dedr3ttTzpfaUmoZxG43T,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:4062PAj5KS0FpoCyx6tFPC,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:45fGM6ryYjmCNwlYjSN7ye,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:4BPIETJjROnN2NrOSnAmgR,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:58llZslfPf8Ka4rNL7fEK1,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,-5.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:5dEMKVBJcKusMAp1jYnhkC,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:5PdUpT38ZhB2U1fGAUT4uj,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:5pxbjPsWa3YVY1fmaJwzdD,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:6BR3mJnJcfaekKKsz1D5Hh,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:6nbv3fcudeqvBSkdPsXEeL,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:7jhLPUcyaQPjaagaVBw8JI,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-19T12:51:03Z,spotify:track:7unvgplR5wYYMhKHYbFSD9,,b9edcf0c9aa94238a5f8040bd36eddf3,1422560e770a4897ab67503868575a46,2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:0vo87WHTBsvBNtgzBDOULh,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:28lLyEK20U9nsJc6U9dNun,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:3Dedr3ttTzpfaUmoZxG43T,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:58llZslfPf8Ka4rNL7fEK1,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,-2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:5pxbjPsWa3YVY1fmaJwzdD,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,-2.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:5Tz3kCWr1LL2S7P02W55jw,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,10.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:6BR3mJnJcfaekKKsz1D5Hh,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,-1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-20T12:54:20Z,spotify:track:7kWD5fzU9Pkux4TQ5V5F3S,,b9edcf0c9aa94238a5f8040bd36eddf3,5e2e370d6037470db1db3be5bb89fcbe,3.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:0pZjp6KTdWZVBIHGqfBaW7,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
csv,business_casual02,votes.csv,data/extracted/business_casual02__votes.csv,2023-12-24T01:01:42Z,spotify:track:0vo87WHTBsvBNtgzBDOULh,,b9edcf0c9aa94238a5f8040bd36eddf3,e93989f4c07043b8a87a75597804de62,1.0
